CA, Vcyl, PCyl, mcyl, mb, mu, min, mout, Vb, Vu, Tb, Tu, Qb, Qu, Gamma, xb, IV A, EV A, IV V, EV V, IV P, EV P, WWork, PWork, CO, NO, CO2, HC, htLoss
18,      86.64,    6551067,     772.28,     682.25,      90.02,       0.00,       0.00,      85.82,       0.81,     2745.9,      916.6,     -4.180,     -0.539,      1.251,        0.9,        0.0,        0.0,      0.000,      0.000,      91184,     117618,   -162.905,      0.000,      18.29,       6.02,     100.99,       0.00,       -117
19,      88.75,    6444155,     772.28,     695.92,      76.36,       0.00,       0.00,      88.51,       0.24,     2736.0,      906.9,     -4.115,     -0.523,      1.251,        0.9,        0.0,        0.0,      0.000,      0.000,      91984,     117269,   -148.950,      0.000,      17.90,       5.88,     101.41,       0.00,       -122
20,      90.97,    6327315,     772.28,     708.58,      63.70,       0.00,       0.00,      90.97,       0.00,     2725.5,      895.6,     -4.023,     -0.512,      1.251,        0.9,        0.0,        0.0,      0.000,      0.000,      92809,     116925,   -134.572,      0.000,      17.50,       5.73,     101.85,       0.00,       -126
21,      93.29,    6201587,     772.28,     720.18,      52.10,       0.00,       0.00,      93.29,       0.00,     2714.6,      882.5,     -3.914,     -0.502,      1.250,        0.9,        0.0,        0.0,      0.000,      0.000,      93655,     116586,   -119.826,      0.000,      17.08,       5.58,     102.30,       0.00,       -131
22,      95.72,    6067988,     772.28,     730.69,      41.59,       0.00,       0.00,      95.72,       0.00,     2703.1,      866.9,     -3.798,     -0.489,      1.250,        0.9,        0.0,        0.0,      0.000,      0.000,      94517,     116252,   -104.765,      0.000,      16.66,       5.43,     102.76,       0.00,       -135
23,      98.26,    5927494,     772.28,     740.08,      32.20,       0.00,       0.00,      98.26,       0.00,     2691.1,      848.0,     -3.676,     -0.473,      1.250,        1.0,        0.0,        0.0,      0.000,      0.000,      95393,     115925,    -89.441,      0.000,      16.23,       5.27,     103.23,       0.00,       -139
24,     100.89,    5781044,     772.28,     748.32,      23.96,       0.00,       0.00,     100.89,       0.00,     2678.6,      824.1,     -3.551,     -0.452,      1.250,        1.0,        0.0,        0.0,      0.000,      0.000,      96276,     115604,    -73.906,      0.000,      15.78,       5.11,     103.71,       0.00,       -143
25,     103.63,    5629528,     772.28,     755.37,      16.91,       0.00,       0.00,     103.63,       0.00,     2665.5,      792.5,     -3.422,     -0.423,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,      97163,     115291,    -58.212,      0.000,      15.33,       4.95,     104.21,       0.00,       -147
26,     106.47,    5473788,     772.28,     761.22,      11.06,       0.00,       0.00,     106.47,       0.00,     2652.0,      748.9,     -3.291,     -0.383,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,      98050,     114985,    -42.409,      0.000,      14.87,       4.78,     104.71,       0.00,       -151
27,     109.41,    5314547,     772.28,     764.56,       7.72,       0.00,       0.00,     109.41,       0.00,     2638.1,      704.1,     -3.159,     -0.340,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,      98931,     114688,    -26.546,      0.000,      14.40,       4.61,     105.22,       0.00,       -154
28,     112.44,    5152438,     772.28,     764.56,       7.72,       0.00,       0.00,     112.44,       0.00,     2623.7,      663.4,     -3.027,     -0.299,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,      99804,     114399,    -10.670,      0.000,      13.93,       4.45,     105.73,       0.00,       -158
29,     115.57,    4988060,     772.28,     764.56,       7.72,       0.00,       0.00,     115.57,       0.00,     2608.9,      626.7,     -2.894,     -0.260,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,     100664,     114119,      5.172,      0.000,      13.45,       4.28,     106.25,       0.00,       -161
30,     118.79,    4824238,     772.28,     764.56,       7.72,       0.00,       0.00,     118.79,       0.00,     2593.7,      594.1,     -2.763,     -0.224,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,     101508,     113848,     20.945,      0.000,      12.97,       4.11,     106.77,       0.00,       -164
31,     122.11,    4664572,     772.28,     772.28,       0.00,       0.00,       0.00,     122.11,       0.00,     2577.8,     2577.8,     -3.821,     -0.000,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,     102334,     113587,     36.624,      0.000,      12.47,       3.93,     107.31,       0.00,       -168
32,     125.51,    4510392,     772.28,     772.28,       0.00,       0.00,       0.00,     125.51,       0.00,     2562.0,     2562.0,     -3.680,     -0.000,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,     103138,     113336,     52.191,      0.000,      11.99,       3.77,     107.84,       0.00,       -171
33,     129.01,    4361647,     772.28,     772.28,       0.00,       0.00,       0.00,     129.01,       0.00,     2546.3,     2546.3,     -3.546,     -0.000,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,     103920,     113095,     67.631,      0.000,      11.52,       3.61,     108.35,       0.00,       -175
34,     132.59,    4218262,     772.28,     772.28,       0.00,       0.00,       0.00,     132.59,       0.00,     2530.8,     2530.8,     -3.419,     -0.000,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,     104676,     112865,     82.930,      0.000,      11.06,       3.45,     108.84,       0.00,       -178
35,     136.26,    4080144,     772.28,     772.28,       0.00,       0.00,       0.00,     136.26,       0.00,     2515.4,     2515.4,     -3.297,     -0.000,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,     105406,     112646,     98.075,      0.000,      10.62,       3.30,     109.32,       0.00,       -182
36,     140.01,    3947184,     772.28,     772.28,       0.00,       0.00,       0.00,     140.01,       0.00,     2500.1,     2500.1,     -3.182,     -0.000,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,     106108,     112438,    113.055,      0.000,      10.19,       3.15,     109.79,       0.00,       -185
37,     143.85,    3819258,     772.28,     772.28,       0.00,       0.00,       0.00,     143.85,       0.00,     2484.9,     2484.9,     -3.072,     -0.000,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,     106782,     112241,    127.861,      0.000,       9.78,       3.02,     110.24,       0.00,       -188
38,     147.77,    3696235,     772.28,     772.28,       0.00,       0.00,       0.00,     147.77,       0.00,     2469.9,     2469.9,     -2.968,     -0.000,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,     107426,     112055,    142.485,      0.000,       9.38,       2.88,     110.67,       0.00,       -191
39,     151.76,    3577973,     772.28,     772.28,       0.00,       0.00,       0.00,     151.76,       0.00,     2455.0,     2455.0,     -2.869,     -0.000,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,     108039,     111881,    156.919,      0.000,       8.99,       2.75,     111.09,       0.00,       -194
40,     155.84,    3464327,     772.28,     772.28,       0.00,       0.00,       0.00,     155.84,       0.00,     2440.3,     2440.3,     -2.775,     -0.000,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,     108621,     111720,    171.158,      0.000,       8.62,       2.63,     111.50,       0.00,       -196
41,     159.98,    3355149,     772.28,     772.28,       0.00,       0.00,       0.00,     159.98,       0.00,     2425.7,     2425.7,     -2.686,     -0.000,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,     109170,     111570,    185.196,      0.000,       8.26,       2.51,     111.89,       0.00,       -199
42,     164.20,    3250287,     772.28,     772.28,       0.00,       0.00,       0.00,     164.20,       0.00,     2411.3,     2411.3,     -2.601,     -0.000,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,     109687,     111432,    199.029,      0.000,       7.91,       2.40,     112.26,       0.00,       -202
43,     168.49,    3149588,     772.28,     772.28,       0.00,       0.00,       0.00,     168.49,       0.00,     2397.1,     2397.1,     -2.520,     -0.000,      1.249,        1.0,        0.0,        0.0,      0.000,      0.000,     110171,     111307,    212.654,      0.000,       7.58,       2.29,     112.62,       0.00,       -204
44,     172.85,    3052902,     772.28,     772.28,       0.00,       0.00,       0.00,     172.85,       0.00,     2383.0,     2383.0,     -2.444,     -0.000,      1.250,        1.0,        0.0,        0.0,      0.000,      0.000,     110620,     111194,    226.069,      0.000,       7.26,       2.19,     112.97,       0.00,       -207
45,     177.28,    2960077,     772.28,     772.28,       0.00,       0.00,       0.00,     177.28,       0.00,     2369.1,     2369.1,     -2.371,     -0.000,      1.250,        1.0,        0.0,        0.0,      0.000,      0.000,     111034,     111095,    239.270,      0.000,       6.95,       2.09,     113.31,       0.00,       -209
46,     181.77,    2870966,     772.28,     772.28,       0.00,       0.00,       0.00,     181.77,       0.00,     2355.3,     2355.3,     -2.301,     -0.000,      1.250,        1.0,        0.0,        0.0,      0.000,      0.000,     111413,     111008,    252.258,      0.000,       6.65,       1.99,     113.63,       0.00,       -211
47,     186.33,    2785424,     772.28,     772.28,       0.00,       0.00,       0.00,     186.33,       0.00,     2341.8,     2341.8,     -2.235,     -0.000,      1.250,        1.0,        0.0,        0.0,      0.000,      0.000,     111756,     110934,    265.031,      0.000,       6.37,       1.90,     113.94,       0.00,       -214
48,     190.94,    2703307,     772.28,     772.28,       0.00,       0.00,       0.00,     190.94,       0.00,     2328.4,     2328.4,     -2.172,     -0.000,      1.250,        1.0,        0.0,        0.0,      0.000,      0.000,     112061,     110874,    277.589,      0.000,       6.09,       1.81,     114.23,       0.00,       -216
49,     195.62,    2624478,     772.28,     772.28,       0.00,       0.00,       0.00,     195.62,       0.00,     2315.1,     2315.1,     -2.113,     -0.000,      1.250,        1.0,        0.0,        0.0,      0.000,      0.000,     112329,     110826,    289.931,      0.000,       5.83,       1.73,     114.52,       0.00,       -218
50,     200.35,    2548801,     772.28,     772.28,       0.00,       0.00,       0.00,     200.35,       0.00,     2302.1,     2302.1,     -2.056,     -0.000,      1.250,        1.0,        0.0,        0.0,      0.000,      0.000,     112558,     110793,    302.059,      0.000,       5.58,       1.65,     114.79,       0.00,       -220
51,     205.13,    2476145,     772.28,     772.28,       0.00,       0.00,       0.00,     205.13,       0.00,     2289.2,     2289.2,     -2.001,     -0.000,      1.250,        1.0,        0.0,        0.0,      0.000,      0.000,     112748,     110773,    313.973,      0.000,       5.34,       1.58,     115.05,       0.00,       -222
52,     209.97,    2406384,     772.28,     772.28,       0.00,       0.00,       0.00,     209.97,       0.00,     2276.5,     2276.5,     -1.950,     -0.000,      1.250,        1.0,        0.0,        0.0,      0.000,      0.000,     112898,     110766,    325.675,      0.000,       5.11,       1.50,     115.30,       0.00,       -224
53,     214.86,    2339397,     772.28,     772.28,       0.00,       0.00,       0.00,     214.86,       0.00,     2263.9,     2263.9,     -1.900,     -0.000,      1.251,        1.0,        0.0,        0.0,      0.000,      0.000,     113008,     110774,    337.165,      0.000,       4.89,       1.44,     115.54,       0.00,       -226
54,     219.79,    1831605,     621.87,     621.87,     621.87,       0.00,       0.00,     219.79,       0.00,     2218.3,     2218.3,     -1.427,     -0.000,      1.251,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    359.124,      0.000,       4.65,       1.33,     115.80,       0.00,       -207
55,     224.77,    1777572,     621.87,     621.87,     621.87,       0.00,       0.00,     224.77,       0.00,     2202.1,     2202.1,     -1.389,     -0.000,      1.251,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    368.016,      0.000,       4.36,       1.24,     116.11,       0.00,       -208
56,     229.80,    1725874,     621.87,     621.87,     621.87,       0.00,       0.00,     229.80,       0.00,     2186.2,     2186.2,     -1.352,     -0.000,      1.251,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    376.723,      0.000,       4.09,       1.16,     116.40,       0.00,       -210
57,     234.86,    1676399,     621.87,     621.87,     621.87,       0.00,       0.00,     234.86,       0.00,     2170.8,     2170.8,     -1.318,     -0.000,      1.252,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    385.248,      0.000,       3.84,       1.09,     116.67,       0.00,       -211
58,     239.97,    1629037,     621.87,     621.87,     621.87,       0.00,       0.00,     239.97,       0.00,     2155.6,     2155.6,     -1.285,     -0.000,      1.252,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    393.594,      0.000,       3.61,       1.02,     116.92,       0.00,       -212
59,     245.11,    1583687,     621.87,     621.87,     621.87,       0.00,       0.00,     245.11,       0.00,     2140.8,     2140.8,     -1.254,     -0.000,      1.252,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    401.763,      0.000,       3.39,       0.96,     117.16,       0.00,       -214
60,     250.28,    1540251,     621.87,     621.87,     621.87,       0.00,       0.00,     250.28,       0.00,     2126.4,     2126.4,     -1.224,     -0.000,      1.252,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    409.760,      0.000,       3.19,       0.90,     117.38,       0.00,       -215
61,     255.49,    1498636,     621.87,     621.87,     621.87,       0.00,       0.00,     255.49,       0.00,     2112.2,     2112.2,     -1.195,     -0.000,      1.252,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    417.588,      0.000,       2.99,       0.84,     117.59,       0.00,       -216
62,     260.73,    1458754,     621.87,     621.87,     621.87,       0.00,       0.00,     260.73,       0.00,     2098.4,     2098.4,     -1.168,     -0.000,      1.253,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    425.249,      0.000,       2.82,       0.79,     117.78,       0.00,       -217
63,     266.00,    1420523,     621.87,     621.87,     621.87,       0.00,       0.00,     266.00,       0.00,     2084.9,     2084.9,     -1.142,     -0.000,      1.253,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    432.748,      0.000,       2.65,       0.74,     117.96,       0.00,       -218
64,     271.29,    1383862,     621.87,     621.87,     621.87,       0.00,       0.00,     271.29,       0.00,     2071.8,     2071.8,     -1.118,     -0.000,      1.253,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    440.087,      0.000,       2.50,       0.70,     118.13,       0.00,       -220
65,     276.60,    1348699,     621.87,     621.87,     621.87,       0.00,       0.00,     276.60,       0.00,     2058.9,     2058.9,     -1.094,     -0.000,      1.253,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    447.269,      0.000,       2.35,       0.66,     118.28,       0.00,       -221
66,     281.94,    1314960,     621.87,     621.87,     621.87,       0.00,       0.00,     281.94,       0.00,     2046.3,     2046.3,     -1.072,     -0.000,      1.253,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    454.298,      0.000,       2.22,       0.62,     118.43,       0.00,       -222
67,     287.29,    1282579,     621.87,     621.87,     621.87,       0.00,       0.00,     287.29,       0.00,     2034.0,     2034.0,     -1.050,     -0.000,      1.254,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    461.178,      0.000,       2.09,       0.58,     118.57,       0.00,       -223
68,     292.66,    1251493,     621.87,     621.87,     621.87,       0.00,       0.00,     292.66,       0.00,     2021.9,     2021.9,     -1.030,     -0.000,      1.254,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    467.910,      0.000,       1.97,       0.55,     118.69,       0.00,       -224
69,     298.05,    1221640,     621.87,     621.87,     621.87,       0.00,       0.00,     298.05,       0.00,     2010.2,     2010.2,     -1.010,     -0.000,      1.254,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    474.497,      0.000,       1.86,       0.52,     118.81,       0.00,       -225
70,     303.45,    1192963,     621.87,     621.87,     621.87,       0.00,       0.00,     303.45,       0.00,     1998.7,     1998.7,     -0.991,     -0.000,      1.254,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    480.944,      0.000,       1.76,       0.49,     118.93,       0.00,       -226
71,     308.86,    1165408,     621.87,     621.87,     621.87,       0.00,       0.00,     308.86,       0.00,     1987.5,     1987.5,     -0.973,     -0.000,      1.254,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    487.253,      0.000,       1.66,       0.46,     119.03,       0.00,       -227
72,     314.27,    1138923,     621.87,     621.87,     621.87,       0.00,       0.00,     314.27,       0.00,     1976.5,     1976.5,     -0.956,     -0.000,      1.255,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    493.426,      0.000,       1.57,       0.44,     119.13,       0.00,       -228
73,     319.70,    1113460,     621.87,     621.87,     621.87,       0.00,       0.00,     319.70,       0.00,     1965.8,     1965.8,     -0.940,     -0.000,      1.255,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    499.467,      0.000,       1.49,       0.41,     119.22,       0.00,       -229
74,     325.12,    1088972,     621.87,     621.87,     621.87,       0.00,       0.00,     325.12,       0.00,     1955.3,     1955.3,     -0.924,     -0.000,      1.255,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    505.379,      0.000,       1.41,       0.39,     119.31,       0.00,       -230
75,     330.55,    1065414,     621.87,     621.87,     621.87,       0.00,       0.00,     330.55,       0.00,     1945.0,     1945.0,     -0.909,     -0.000,      1.255,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    511.163,      0.000,       1.33,       0.37,     119.39,       0.00,       -230
76,     335.98,    1042746,     621.87,     621.87,     621.87,       0.00,       0.00,     335.98,       0.00,     1935.0,     1935.0,     -0.894,     -0.000,      1.256,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    516.823,      0.000,       1.26,       0.35,     119.46,       0.00,       -231
77,     341.41,    1020928,     621.87,     621.87,     621.87,       0.00,       0.00,     341.41,       0.00,     1925.2,     1925.2,     -0.880,     -0.000,      1.256,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    522.361,      0.000,       1.20,       0.33,     119.53,       0.00,       -232
78,     346.83,     999921,     621.87,     621.87,     621.87,       0.00,       0.00,     346.83,       0.00,     1915.6,     1915.6,     -0.866,     -0.000,      1.256,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    527.781,      0.000,       1.14,       0.31,     119.60,       0.00,       -233
79,     352.25,     979691,     621.87,     621.87,     621.87,       0.00,       0.00,     352.25,       0.00,     1906.2,     1906.2,     -0.854,     -0.000,      1.256,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    533.083,      0.000,       1.08,       0.30,     119.66,       0.00,       -234
80,     357.65,     960203,     621.87,     621.87,     621.87,       0.00,       0.00,     357.65,       0.00,     1897.1,     1897.1,     -0.841,     -0.000,      1.256,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    538.271,      0.000,       1.02,       0.28,     119.72,       0.00,       -235
81,     363.05,     941426,     621.87,     621.87,     621.87,       0.00,       0.00,     363.05,       0.00,     1888.1,     1888.1,     -0.829,     -0.000,      1.257,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    543.348,      0.000,       0.97,       0.27,     119.77,       0.00,       -236
82,     368.44,     923328,     621.87,     621.87,     621.87,       0.00,       0.00,     368.44,       0.00,     1879.3,     1879.3,     -0.818,     -0.000,      1.257,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    548.314,      0.000,       0.93,       0.26,     119.83,       0.00,       -236
83,     373.81,     905881,     621.87,     621.87,     621.87,       0.00,       0.00,     373.81,       0.00,     1870.8,     1870.8,     -0.806,     -0.000,      1.257,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    553.174,      0.000,       0.88,       0.24,     119.87,       0.00,       -237
84,     379.17,     889057,     621.87,     621.87,     621.87,       0.00,       0.00,     379.17,       0.00,     1862.4,     1862.4,     -0.796,     -0.000,      1.257,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    557.929,      0.000,       0.84,       0.23,     119.92,       0.00,       -238
85,     384.51,     872830,     621.87,     621.87,     621.87,       0.00,       0.00,     384.51,       0.00,     1854.2,     1854.2,     -0.785,     -0.000,      1.257,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    562.580,      0.000,       0.80,       0.22,     119.96,       0.00,       -239
86,     389.83,     857175,     621.87,     621.87,     621.87,       0.00,       0.00,     389.83,       0.00,     1846.2,     1846.2,     -0.775,     -0.000,      1.258,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    567.131,      0.000,       0.76,       0.21,     120.00,       0.00,       -240
87,     395.12,     842068,     621.87,     621.87,     621.87,       0.00,       0.00,     395.12,       0.00,     1838.3,     1838.3,     -0.766,     -0.000,      1.258,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    571.584,      0.000,       0.73,       0.20,     120.04,       0.00,       -240
88,     400.40,     827486,     621.87,     621.87,     621.87,       0.00,       0.00,     400.40,       0.00,     1830.7,     1830.7,     -0.757,     -0.000,      1.258,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    575.940,      0.000,       0.69,       0.19,     120.08,       0.00,       -241
89,     405.65,     813409,     621.87,     621.87,     621.87,       0.00,       0.00,     405.65,       0.00,     1823.1,     1823.1,     -0.748,     -0.000,      1.258,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    580.201,      0.000,       0.66,       0.18,     120.11,       0.00,       -242
90,     410.88,     799815,     621.87,     621.87,     621.87,       0.00,       0.00,     410.88,       0.00,     1815.8,     1815.8,     -0.739,     -0.000,      1.258,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    584.369,      0.000,       0.63,       0.17,     120.14,       0.00,       -243
91,     416.07,     786686,     621.87,     621.87,     621.87,       0.00,       0.00,     416.07,       0.00,     1808.6,     1808.6,     -0.731,     -0.000,      1.258,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    588.447,      0.000,       0.61,       0.17,     120.17,       0.00,       -243
92,     421.24,     774002,     621.87,     621.87,     621.87,       0.00,       0.00,     421.24,       0.00,     1801.6,     1801.6,     -0.723,     -0.000,      1.259,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    592.436,      0.000,       0.58,       0.16,     120.20,       0.00,       -244
93,     426.38,     761746,     621.87,     621.87,     621.87,       0.00,       0.00,     426.38,       0.00,     1794.7,     1794.7,     -0.715,     -0.000,      1.259,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    596.337,      0.000,       0.55,       0.15,     120.23,       0.00,       -245
94,     431.49,     749901,     621.87,     621.87,     621.87,       0.00,       0.00,     431.49,       0.00,     1788.0,     1788.0,     -0.707,     -0.000,      1.259,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    600.153,      0.000,       0.53,       0.15,     120.25,       0.00,       -246
95,     436.56,     738451,     621.87,     621.87,     621.87,       0.00,       0.00,     436.56,       0.00,     1781.4,     1781.4,     -0.700,     -0.000,      1.259,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    603.886,      0.000,       0.51,       0.14,     120.28,       0.00,       -246
96,     441.59,     727381,     621.87,     621.87,     621.87,       0.00,       0.00,     441.59,       0.00,     1775.0,     1775.0,     -0.693,     -0.000,      1.259,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    607.536,      0.000,       0.49,       0.13,     120.30,       0.00,       -247
97,     446.59,     716677,     621.87,     621.87,     621.87,       0.00,       0.00,     446.59,       0.00,     1768.7,     1768.7,     -0.686,     -0.000,      1.260,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    611.106,      0.000,       0.47,       0.13,     120.32,       0.00,       -248
98,     451.56,     706323,     621.87,     621.87,     621.87,       0.00,       0.00,     451.56,       0.00,     1762.5,     1762.5,     -0.680,     -0.000,      1.260,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    614.598,      0.000,       0.45,       0.12,     120.34,       0.00,       -248
99,     456.48,     696308,     621.87,     621.87,     621.87,       0.00,       0.00,     456.48,       0.00,     1756.5,     1756.5,     -0.673,     -0.000,      1.260,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    618.012,      0.000,       0.43,       0.12,     120.36,       0.00,       -249
100,     461.36,     686617,     621.87,     621.87,     621.87,       0.00,       0.00,     461.36,       0.00,     1750.6,     1750.6,     -0.667,     -0.000,      1.260,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    621.350,      0.000,       0.42,       0.11,     120.38,       0.00,       -250
101,     466.20,     677240,     621.87,     621.87,     621.87,       0.00,       0.00,     466.20,       0.00,     1744.8,     1744.8,     -0.661,     -0.000,      1.260,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    624.614,      0.000,       0.40,       0.11,     120.40,       0.00,       -250
102,     471.00,     668165,     621.87,     621.87,     621.87,       0.00,       0.00,     471.00,       0.00,     1739.2,     1739.2,     -0.655,     -0.000,      1.260,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    627.805,      0.000,       0.38,       0.11,     120.41,       0.00,       -251
103,     475.76,     659380,     621.87,     621.87,     621.87,       0.00,       0.00,     475.76,       0.00,     1733.7,     1733.7,     -0.650,     -0.000,      1.260,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    630.925,      0.000,       0.37,       0.10,     120.43,       0.00,       -252
104,     480.46,     650875,     621.87,     621.87,     621.87,       0.00,       0.00,     480.46,       0.00,     1728.3,     1728.3,     -0.644,     -0.000,      1.261,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    633.975,      0.000,       0.36,       0.10,     120.44,       0.00,       -252
105,     485.13,     642641,     621.87,     621.87,     621.87,       0.00,       0.00,     485.13,       0.00,     1723.0,     1723.0,     -0.639,     -0.000,      1.261,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    636.957,      0.000,       0.34,       0.09,     120.46,       0.00,       -253
106,     489.74,     634666,     621.87,     621.87,     621.87,       0.00,       0.00,     489.74,       0.00,     1717.8,     1717.8,     -0.634,     -0.000,      1.261,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    639.871,      0.000,       0.33,       0.09,     120.47,       0.00,       -253
107,     494.31,     626943,     621.87,     621.87,     621.87,       0.00,       0.00,     494.31,       0.00,     1712.7,     1712.7,     -0.629,     -0.000,      1.261,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    642.719,      0.000,       0.32,       0.09,     120.48,       0.00,       -254
108,     498.83,     619462,     621.87,     621.87,     621.87,       0.00,       0.00,     498.83,       0.00,     1707.8,     1707.8,     -0.624,     -0.000,      1.261,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    645.502,      0.000,       0.31,       0.08,     120.49,       0.00,       -255
109,     503.30,     612214,     621.87,     621.87,     621.87,       0.00,       0.00,     503.30,       0.00,     1702.9,     1702.9,     -0.619,     -0.000,      1.261,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    648.222,      0.000,       0.30,       0.08,     120.51,       0.00,       -255
110,     507.71,     605193,     621.87,     621.87,     621.87,       0.00,       0.00,     507.71,       0.00,     1698.2,     1698.2,     -0.615,     -0.000,      1.262,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    650.879,      0.000,       0.29,       0.08,     120.52,       0.00,       -256
111,     512.08,     598389,     621.87,     621.87,     621.87,       0.00,       0.00,     512.08,       0.00,     1693.5,     1693.5,     -0.611,     -0.000,      1.262,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    653.475,      0.000,       0.28,       0.08,     120.53,       0.00,       -257
112,     516.39,     591796,     621.87,     621.87,     621.87,       0.00,       0.00,     516.39,       0.00,     1689.0,     1689.0,     -0.606,     -0.000,      1.262,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    656.012,      0.000,       0.27,       0.07,     120.54,       0.00,       -257
113,     520.65,     585407,     621.87,     621.87,     621.87,       0.00,       0.00,     520.65,       0.00,     1684.5,     1684.5,     -0.602,     -0.000,      1.262,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    658.489,      0.000,       0.26,       0.07,     120.55,       0.00,       -258
114,     524.85,     579214,     621.87,     621.87,     621.87,       0.00,       0.00,     524.85,       0.00,     1680.2,     1680.2,     -0.598,     -0.000,      1.262,        1.0,        0.0,        0.0,      0.000,      0.000,      99000,     118125,    660.908,      0.000,       0.25,       0.07,     120.56,       0.00,       -258
